time|level|timeoffset|message|location
030121_195507.766|INFO|000.001000| System start timestamp: 23892| in C:\Project\PlusB-bin\PlusLib\src\PlusCommon\vtkPlusAccurateTimer.cxx(51)
030121_195507.769|INFO|000.004000| Software version: Plus-2.8.0.62873a16 - Win64| in vtkPlusLogger(188)
030121_195507.769|INFO|000.004000| Logging at level 3 (INFO) to file: C:/Project/PlusB-bin/bin/Release/Output/030121_195507_PlusLog.txt| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\Tools\PlusServer.cxx(81)
030121_195507.773|INFO|000.007000| No force input has been provided| in C:\Project\PlusB-bin\PlusLib\src\PlusDataCollection\OpenHaptics\vtkPlusOpenHapticsDevice.cxx(154)
030121_195507.773|INFO|000.007000| Server status: Reading configuration.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\Tools\PlusServer.cxx(92)
030121_195507.773|INFO|000.007000| Server status: Connecting to devices.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\Tools\PlusServer.cxx(103)
030121_195508.986|INFO|001.221000| Server status: Starting servers.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\Tools\PlusServer.cxx(116)
030121_195508.990|INFO|001.225000| Plus OpenIGTLink server listening on IPs: 169.254.34.243, 192.168.2.144, 127.0.0.1 -- port 18944| in c:\project\plusb-bin\pluslib\src\plusserver\vtkPlusOpenIGTLinkServerWin32.cxx(81)
030121_195509.038|INFO|001.272000| Server status: Server(s) are running.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\Tools\PlusServer.cxx(147)
030121_195509.038|INFO|001.272000| Press Ctrl-C to quit.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\Tools\PlusServer.cxx(148)
030121_195529.799|INFO|022.033000| Received new client connection (client 1 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_195529.822|INFO|022.056000| OpenIGTLink broadcasting started. No data was available between 0-19.1462sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_200156.763|INFO|408.997000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614646916.258314).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_200156.970|INFO|409.205000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_200234.936|INFO|447.170000| Received new client connection (client 2 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_200235.042|INFO|447.276000| OpenIGTLink broadcasting started. No data was available between 0-444.361sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_200309.601|INFO|481.835000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614646989.101957).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_200309.809|INFO|482.044000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_200321.046|INFO|493.281000| Received new client connection (client 3 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_200321.233|INFO|493.468000| OpenIGTLink broadcasting started. No data was available between 0-490.562sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_201056.985|INFO|949.219000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614647456.480257).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_201057.193|INFO|949.427000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_201117.279|INFO|969.514000| Received new client connection (client 4 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_201117.430|INFO|969.664000| OpenIGTLink broadcasting started. No data was available between 0-966.738sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_201147.505|INFO|999.739000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614647507.001286).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_201147.713|INFO|999.947000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_201159.970|INFO|1012.205000| Received new client connection (client 5 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_201200.134|INFO|1012.368000| OpenIGTLink broadcasting started. No data was available between 0-1009.46sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_201313.306|INFO|1085.541000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614647592.803329).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_201313.515|INFO|1085.749000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_205013.772|INFO|3306.006000| Received new client connection (client 6 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_205013.893|INFO|3306.127000| OpenIGTLink broadcasting started. No data was available between 0-3303.2sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_205153.321|INFO|3405.555000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614649912.822686).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_205153.529|INFO|3405.763000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_205204.598|INFO|3416.832000| Received new client connection (client 7 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_205204.748|INFO|3416.982000| OpenIGTLink broadcasting started. No data was available between 0-3414.07sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_205518.855|INFO|3611.089000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614650118.350557).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
